age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
25.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,900.0,0,25.572998046875,normal diet,Amateur
24.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,717.0,0,23.91156462585034,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,665.0,0,24.0283203125,normal diet,Amateur
43.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,800.0,0,23.294674556213018,normal diet,Professional
36.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,675.0,0,20.96744381432472,normal diet,Amateur
34.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,835.0,0,24.273780351971485,normal diet,Professional
35.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,810.0,0,26.56840513983371,normal diet,Amateur
23.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,793.0,0,23.71712802768166,normal diet,Amateur
24.0,No or minimal sports,Beginner with coach,Other,1-2 years|,770.0,0,22.707730006683004,normal diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,835.0,0,23.91156462585034,normal diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,825.0,0,22.500865051903116,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,620.0,0,22.677419354838708,strict diet,Professional
19.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,721.0,0,27.33888888888889,normal diet,Amateur
39.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,690.0,0,21.131597633136096,normal diet,Amateur
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,735.0,0,24.173226643598618,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,715.0,0,20.98053633217993,strict diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,751.0,0,22.31165452653486,no diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,695.0,0,22.04476643598616,normal diet,Professional
41.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,707.0,0,20.828469592336823,strict diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,695.0,0,21.92470483403876,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,685.0,0,20.676470588235293,normal diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,715.0,0,23.294674556213018,normal diet,Professional
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,685.0,0,25.386111111111113,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,755.0,0,23.68505859375,normal diet,Professional
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,718.0,0,23.513427734375,normal diet,Amateur
23.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,665.0,0,22.31165452653486,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,722.0,0,23.226066597294484,strict diet,Professional
43.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,955.0,0,27.454018644494834,normal diet,Expert
18.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,726.0,0,21.797119140625,normal diet,Professional
46.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,650.0,0,20.334710743801654,normal diet,Professional
50.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,650.0,0,19.737548828125,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,720.0,0,21.787190082644628,no diet,Expert
30.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,640.0,0,22.140337616528093,no diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,830.0,0,24.797178130511465,normal diet,Professional
39.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,630.0,0,25.68279163517259,strict diet,Professional
27.0,Professional sports,Advanced (Trainer/Courses),Other,2-4 years|,811.0,0,25.32854623330814,normal diet,Professional
29.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,756.0,0,21.96875,no diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,830.0,0,22.594123048668504,no diet,Amateur
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,915.0,0,24.886474609375,normal diet,Professional
27.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,980.0,0,23.672448979591838,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,885.0,0,24.068262969964294,normal diet,Expert
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,630.0,0,22.594123048668504,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,850.0,0,25.32854623330814,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,735.0,0,22.237755102040815,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,800.0,0,22.594123048668504,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,790.0,0,24.625798816568047,strict diet,Professional
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,6-12 months|1-2 years|,830.0,0,23.77471383975026,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,625.0,0,21.96875,normal diet,Amateur
34.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,765.0,0,23.294674556213018,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,645.0,0,19.75130072840791,normal diet,Amateur
20.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,865.0,0,25.05810546875,normal diet,Amateur
30.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,762.0,0,25.544843520268852,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,807.0,0,27.435720844811755,strict diet,Expert
43.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,620.0,0,23.294674556213018,normal diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,835.0,0,25.572998046875,normal diet,Expert
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,750.0,0,21.21436004162331,normal diet,Expert
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,767.0,0,23.461065088757397,normal diet,Expert
47.0,Professional sports,Beginner with coach,Single workout per day,2-4 years|,680.0,0,19.93383742911153,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,750.0,0,24.797178130511465,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,592.0,0,20.657483930211203,normal diet,Professional
38.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,696.0,0,21.25472411186697,normal diet,Professional
29.0,No or minimal sports,Beginner with coach,Single workout per day,6-12 months|1-2 years|,755.0,0,22.271349862258955,normal diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,800.0,0,25.84015963032976,normal diet,Professional
22.0,Recreational or educational sports,Beginner without coach,Other,2-4 years|,760.0,0,24.543212890625,normal diet,Professional
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,945.0,0,24.0283203125,normal diet,Professional
29.0,No or minimal sports,Beginner with coach,Other,1-2 years|,715.0,0,22.462721893491125,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,915.0,0,25.014921946740127,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,695.0,0,21.96875,normal diet,Amateur
25.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,728.0,0,24.80027777777778,strict diet,Amateur
37.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,780.0,0,22.671705719324766,normal diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,705.0,0,21.787190082644628,strict diet,Professional
28.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,845.0,0,24.958579881656803,no diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,850.0,0,22.04476643598616,normal diet,Amateur
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,790.0,0,25.386111111111113,normal diet,Professional
22.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,710.0,0,22.462721893491125,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,770.0,0,21.92470483403876,normal diet,Amateur
41.0,No or minimal sports,Advanced (Trainer/Courses),Other,2-4 years|,630.0,0,22.394519937625308,normal diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,652.0,0,25.190833333333334,normal diet,Expert
35.0,No or minimal sports,Beginner with coach,Other,2-4 years|,675.0,0,24.638322321172076,normal diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,703.0,0,22.271349862258955,normal diet,Expert
38.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,810.0,0,26.7744140625,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,752.0,0,21.94588969823101,normal diet,Professional
30.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,700.0,0,20.35865448875028,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,762.0,0,21.611494764981064,normal diet,Professional
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,790.0,0,25.24418270611893,normal diet,Professional
21.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,1-2 years|,725.0,0,22.6291124260355,normal diet,Amateur
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,695.0,0,22.31201171875,normal diet,Amateur
40.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,780.0,0,25.50566893424036,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,730.0,0,23.170166015625,no diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,625.0,0,21.62548828125,normal diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,795.0,0,22.237755102040815,strict diet,Amateur
24.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,720.0,0,25.68279163517259,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,613.0,0,19.83740929857565,normal diet,Expert
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,630.0,0,19.800473372781067,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,634.0,0,21.464378698224852,normal diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,635.0,0,22.860301768990634,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,745.0,0,22.140337616528093,normal diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,610.0,0,23.40894901144641,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,510.0,0,22.317460317460316,normal diet,Professional
28.0,No or minimal sports,Beginner with coach,Other,Less than 6 months|1-2 years|,665.0,0,24.0283203125,normal diet,Amateur
30.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,633.0,0,21.768099799509912,no diet,Amateur
32.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,670.0,0,21.25472411186697,normal diet,Expert
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,791.0,0,22.591946042451895,normal diet,Professional
33.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,670.0,0,23.91156462585034,no diet,Expert
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,715.0,0,28.24265381083563,normal diet,Expert
20.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,725.0,0,18.87939453125,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,865.0,0,24.021193771626297,normal diet,Professional
23.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,735.0,0,22.462721893491125,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,760.0,0,23.513427734375,normal diet,Amateur
22.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,755.0,0,23.91156462585034,normal diet,Expert
21.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,795.0,0,23.490755179327245,no diet,Amateur
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,742.0,0,20.828469592336823,normal diet,Amateur
24.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,865.0,0,23.628611111111113,no diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,805.0,0,23.562442607897154,normal diet,Amateur
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,770.0,0,24.442932728647015,no diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,785.0,0,24.886474609375,normal diet,Amateur
21.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,815.0,0,23.170166015625,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,905.0,0,28.319091796875,normal diet,Professional
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,850.0,0,22.671705719324766,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,910.0,0,24.173226643598618,normal diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,720.0,0,21.453857421875,normal diet,Expert
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,734.0,0,24.97430083144369,normal diet,Professional
43.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,910.0,0,24.53326530612245,normal diet,Expert
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,765.0,0,21.787190082644628,strict diet,Professional
27.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,812.0,0,22.80493079584775,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,775.0,0,23.885215794306703,normal diet,Expert
23.0,Recreational or educational sports,Beginner with coach,Single workout per day,6-12 months|1-2 years|,670.0,0,20.818870523415978,no diet,Amateur
25.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,710.0,0,22.14870825456837,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,777.0,0,23.96057028291379,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,740.0,0,22.671705719324766,normal diet,Amateur
41.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,654.0,0,23.108996539792386,normal diet,Amateur
22.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,843.0,0,22.594123048668504,no diet,Professional
22.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,771.0,0,23.341796875,normal diet,Amateur
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,930.0,0,25.84015963032976,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,655.0,0,21.950816326530614,no diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,954.0,0,27.4609375,normal diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,965.0,0,27.11767578125,strict diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,790.0,0,24.71484375,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,808.0,0,22.594123048668504,strict diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,785.0,0,33.06234883095942,normal diet,Expert
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,695.0,0,20.35865448875028,normal diet,Professional
23.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,850.0,0,23.025951121189216,normal diet,Amateur
39.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,605.0,0,23.490755179327245,normal diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,860.0,0,23.0209400757407,normal diet,Expert
39.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,665.0,0,19.93383742911153,strict diet,Professional
27.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,680.0,0,23.628611111111113,normal diet,Professional
25.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,710.0,0,21.94588969823101,normal diet,Amateur
38.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,765.0,0,22.6552734375,normal diet,Expert
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,652.0,0,19.48349710254472,normal diet,Expert
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,745.0,0,21.262759924385634,normal diet,Expert
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,740.0,0,23.294674556213018,normal diet,Amateur
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,830.0,0,24.74359545555803,normal diet,Expert
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,660.0,0,20.46603550295858,normal diet,Professional
42.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,720.0,0,25.190833333333334,normal diet,Professional
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,605.0,0,25.74462890625,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,705.0,0,23.224648089629415,normal diet,Expert
25.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,655.0,0,19.737548828125,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,766.0,0,25.014921946740127,normal diet,Amateur
27.0,No or minimal sports,Beginner with coach,Other,2-4 years|,650.0,0,22.707730006683004,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,700.0,0,21.303030303030305,normal diet,Amateur
52.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,525.0,0,20.723356009070294,strict diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,750.0,0,20.173324150596876,normal diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,610.0,0,24.0283203125,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,840.0,1,29.527027027027028,no diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,990.0,1,26.87022222222222,normal diet,Professional
46.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,672.0,0,20.723356009070294,normal diet,Amateur
37.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,650.0,0,23.793846153846154,normal diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,642.0,0,23.40894901144641,normal diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,660.0,0,24.625798816568047,normal diet,Amateur
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1570.0,1,29.783783783783782,no diet,Expert
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1120.0,1,32.139467592592595,normal diet,Professional
52.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1047.0,1,25.120533333333334,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1090.0,1,28.456738067127677,normal diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1150.0,1,30.406574394463668,normal diet,Professional
32.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,895.0,1,23.085944830174515,normal diet,Amateur
50.0,No or minimal sports,Advanced (Trainer/Courses),Other,2-4 years|,1157.0,1,29.655405405405407,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1090.0,1,29.983138266217022,no diet,Professional
50.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,866.0,1,31.30350766645663,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1157.0,1,25.014921946740127,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1485.0,1,28.12,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1260.0,1,28.758491274160257,no diet,Professional
42.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,815.0,1,23.10810810810811,normal diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,816.0,1,23.672448979591838,no diet,Professional
30.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,952.0,1,25.101869355177485,normal diet,Amateur
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1422.0,1,30.27204081632653,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,900.0,1,23.625288804872927,normal diet,Expert
45.0,No or minimal sports,Beginner without coach,Other,2-4 years|,870.0,1,23.73167438271605,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1487.0,1,36.75662000337325,normal diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,800.0,1,22.04476643598616,normal diet,Amateur
35.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,660.0,1,28.749228395061728,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,950.0,1,32.60986328125,strict diet,Expert
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,905.0,1,25.241618726443168,normal diet,Professional
49.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,970.0,1,31.746481831547992,normal diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,964.0,1,25.6935553633218,strict diet,Professional
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1345.0,1,28.0550304557866,no diet,Amateur
35.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1020.0,1,30.51215277777778,no diet,Amateur
23.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1058.0,1,23.920604914933836,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,620.0,0,27.33888888888889,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,715.0,0,21.14167966139452,strict diet,Professional
47.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,460.0,0,20.767333984375,no diet,Professional
36.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,610.0,0,36.93869822485207,strict diet,Professional
25.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,658.0,0,20.026337006181134,normal diet,Amateur
23.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,667.0,0,26.62285586990421,strict diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,800.0,0,22.707730006683004,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,840.0,0,23.034656584751104,normal diet,Amateur
43.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,875.0,0,27.112947658402202,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,971.0,0,23.625288804872927,normal diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,715.0,0,22.860301768990634,normal diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,745.0,0,23.40894901144641,normal diet,Amateur
28.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,716.0,1,23.867283950617285,normal diet,Amateur
33.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,885.0,1,23.490755179327245,normal diet,Professional
35.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,815.0,1,22.00105019953791,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,730.0,1,27.976530612244897,normal diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1409.0,1,29.64243548659133,no diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1600.0,1,41.867555555555555,normal diet,Amateur
33.0,Professional sports,Beginner without coach,Single workout per day,2-4 years|,920.0,1,30.268055555555556,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1135.0,1,33.4703947368421,no diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,955.0,1,28.0550304557866,strict diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1467.0,1,31.16673875432526,normal diet,Professional
25.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1220.0,1,32.078935986159166,no diet,Professional
52.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,910.0,1,26.496726839912714,strict diet,Expert
30.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,4+ years|,1405.0,1,25.675675675675677,normal diet,Expert
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,800.0,1,24.545331790123456,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,685.0,1,19.523903987304106,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,805.0,1,21.898667667479828,strict diet,Amateur
43.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,935.0,1,29.006943066851814,strict diet,Amateur
31.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,992.0,1,23.0209400757407,normal diet,Amateur
